Main;;;;;;;Main;;;;;AMD, Avvikande mjölk, Status;;Medelflöden (kg/min);;;;Blod (ppm);;;;Konduktivitet (mS/cm);;;;Diverse;;;Toppflöden (kg/min);;;;Mjölkmängder (kg);;;
Starttid;Djurnr;Grupp;MS/MP;Åtgärd;Mjölkningstid (mm:ss);Mjölkmängd (kg);Mjölkningsnummer;OCC(*1000 celler/ml);Avspark;Ofullständig;Spenar hittas ej;Juver;Spene;VF;HF;VB;HB;VF;HF;VB;HB;VF;HF;VB;HB;Användare;Mjölkdestination;Orsak till mjölkavskiljning;VF;HF;VB;HB;VF;HF;VB;HB
2020-11-08 07:13;78;VMS 1;VMS 1;Mjölkning;04:14;9,88;2;62;;;;0;;1,14;1,20;1,26;0,90;0;0;0;0;4,39;4,42;4,18;4,37;;Mjölktank;;1,44;1,56;1,62;1,32;2,37;2,75;2,67;2,09
2020-11-08 07:16;65;VMS 1;VMS2;Mjölkning;06:46;11,15;2;20;;;;0;;1,20;1,14;1,50;1,44;0;0;0;0;4,12;4,24;4,07;4,25;;Mjölktank;;1,50;1,44;1,92;1,86;2,44;2,36;3,17;3,18
2020-11-08 07:18;20;VMS 1;VMS 1;Mjölkning;07:23;15,40;2;328;;;;1;;;1,14;1,14;1,02;;0;0;0;;4,75;5,25;4,77;;Mjölktank;;;1,62;1,56;1,44;;4,69;5,00;5,71
2020-11-08 07:23;79;VMS 1;VMS2;Mjölkning;04:30;9,23;2;25;;;;0;;1,38;1,14;1,20;1,08;0;0;0;0;4,66;4,77;4,68;4,71;;Mjölktank;;1,68;1,62;1,56;1,56;2,28;2,42;2,12;2,41
2020-11-08 07:27;98;VMS 1;VMS 1;Mjölkning;04:01;11,30;1;165;;;;0;;1,20;1,20;1,56;1,56;0;0;0;0;4,66;4,82;4,44;4,57;;Mjölktank;;1,68;1,62;1,98;2,04;2,43;2,31;3,24;3,32
2020-11-08 07:30;16;VMS 1;VMS2;Mjölkning;04:45;11,90;1;31;;;;1;;1,38;0,84;1,74;1,20;355;343;358;633;4,86;4,24;4,55;4,58;;Mjölktank;;1,86;1,38;2,28;1,62;3,32;0,54;4,39;3,65
2020-11-08 07:36;96;VMS 1;VMS2;Mjölkning;17:39;17,63;2;;HB;;;0;;0,48;0,66;0,66;0,84;0;0;0;0;4,19;4,51;4,48;4,24;;Mjölktank;;0,72;1,68;1,08;1,20;2,25;3,86;6,15;5,37
2020-11-08 07:45;75;VMS 1;VMS 1;Mjölkning;05:31;11,14;2;42;;;;0;;0,66;0,78;1,02;1,08;0;0;0;0;4,19;4,22;4,31;4,44;;Mjölktank;;0,96;1,14;1,38;1,50;1,92;2,16;3,52;3,54
2020-11-08 07:52;52;VMS 1;VMS 1;Mjölkning;04:42;10,10;1;128;;;;0;;1,26;1,56;1,56;1,38;340;0;0;0;4,39;4,42;4,24;4,37;;Mjölktank;;1,80;2,28;2,10;2,16;2,40;2,39;3,07;2,24
2020-11-08 07:54;6;VMS 1;VMS2;Mjölkning;09:09;20,98;1;71;;;;1;;0,96;0,90;1,20;1,08;0;0;0;0;4,19;4,37;4,81;4,78;;Divert 2;;1,32;1,38;1,62;1,80;5,98;5,53;4,23;5,24
